code_i,code_j,iso3code_i,iso3code_j,iso3code_ij,country_i,country_j,year,mflow,mstock,vflow_new,vflow_new_source,gtmd2_vflow_int,mercosur1,mercosur2,argfmrs,ecuven,braury,can1,can2,FMR_all,FMR_Mercosur,FMR_Mercosur_CAN,code_ij,un_region_inter_i,un_region_inter_j
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),1995,3340.9446,24333.94,523292.53,gtmd2_vflow_int,523292.53,0,0,0,0,0,0,0,0,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),1996,2940.6667,25470.326,587587.5,gtmd2_vflow_int,587587.5,0,0,0,0,0,0,0,0,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),1997,3516.7688,25931.643,699757.69,gtmd2_vflow_int,699757.69,0,0,0,0,0,0,0,0,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),1998,2731.4863,26724.006,727586.31,gtmd2_vflow_int,727586.31,0,0,0,0,0,0,0,0,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),1999,4053.849,26936.084,667494.31,gtmd2_vflow_int,667494.31,0,0,1,0,0,0,0,1,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2000,3718.7761,27988.766,619709.19,gtmd2_vflow_int,619709.19,0,0,1,0,0,0,0,1,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2001,5483.807,29839.555,600446.06,gtmd2_vflow_int,600446.06,0,0,1,0,0,0,0,1,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2002,9882.413,31254.406,521082.72,gtmd2_vflow_int,521082.72,0,0,1,0,0,0,0,1,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2003,7254.179,31983.715,474382.5,gtmd2_vflow_int,474382.5,0,0,1,0,0,0,0,1,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2004,6524.3604,32682.613,534317.19,gtmd2_vflow_int,534317.19,0,0,1,0,0,0,0,1,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2005,8128.852,33514.29,594907.0,gtmd2_vflow_int,594907.0,0,0,1,0,0,0,0,1,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2006,6826.5234,34550.91,478166.09,gtmd2_vflow_int,478166.09,0,0,1,0,0,0,0,1,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2007,8485.755,35526.613,618885.13,gtmd2_vflow_int,618885.13,0,0,1,0,0,0,0,1,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2008,6530.8853,36658.6,483886.72,gtmd2_vflow_int,483886.72,0,0,1,0,0,0,0,1,0,0,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2009,6335.6187,37265.4,655503.31,gtmd2_vflow_int,655503.31,0,1,1,0,0,0,0,1,1,1,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2010,13332.381,38380.035,815240.19,gtmd2_vflow_int,815240.19,0,1,1,0,0,0,0,1,1,1,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2011,9836.799,39276.473,825006.0,gtmd2_vflow_int,825006.0,0,1,1,0,0,0,0,1,1,1,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2012,8488.492,40171.32,994404.56,gtmd2_vflow_int,994404.56,0,1,1,0,0,0,0,1,1,1,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2013,8776.279,41196.78,990374.75,gtmd2_vflow_int,990374.75,0,1,1,0,0,0,0,1,1,1,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2014,8363.9,41866.742,1085835.5,gtmd2_vflow_int,1085835.5,0,1,1,0,0,0,0,1,1,1,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2015,8818.838,43175.48,1140016.3,gtmd2_vflow_int,1140016.3,0,1,1,0,0,0,0,1,1,1,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2016,8145.291,43993.324,1277388.5,gtmd2_vflow_int,1277388.5,0,1,1,0,0,0,0,1,1,1,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2017,9807.297,44963.137,1901273.8,gtmd2_vflow_int,1901273.8,0,1,0,0,0,0,0,1,1,1,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2018,10266.597,45775.562,1931088.8,gtmd2_vflow_int,1931088.8,0,1,0,0,0,0,0,1,1,1,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2019,14287.327,46688.06,2252389.0,gtmd2_vflow_int,2252389.0,0,1,0,0,0,0,0,1,1,1,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2020,15045.906,47990.86,648342.69,gtmd2_vflow_int,648342.69,0,1,0,0,0,0,0,1,1,1,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2021,16379.332,50715.992,295444.44,gtmd2_vflow_int,295444.44,0,1,0,0,0,0,0,1,1,1,1,5,5
32,68,ARG,BOL,ARG_BOL,Argentina,Bolivia (Plurinational State of),2022,12450.977,51371.273,1492926.3,gtmd2_vflow_int,1492926.3,0,1,0,0,0,0,0,1,1,1,1,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,1995,5654.8457,23830.914,1534096.5,gtmd2_vflow_int,1534096.5,0,0,0,0,0,0,0,0,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,1996,6123.6367,23881.396,1969219.9,gtmd2_vflow_int,1969219.9,0,0,0,0,0,0,0,0,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,1997,5248.9336,23819.953,2142941.3,gtmd2_vflow_int,2142941.3,0,0,0,0,0,0,0,0,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,1998,6247.386,24275.846,3261118.8,gtmd2_vflow_int,3261118.8,0,0,0,0,0,0,0,0,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,1999,5767.1895,24266.135,3429218.0,gtmd2_vflow_int,3429218.0,0,0,0,0,0,0,0,0,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2000,6581.1787,25329.027,3834431.5,gtmd2_vflow_int,3834431.5,0,0,0,0,0,0,0,0,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2001,7113.7354,25359.752,3065614.8,gtmd2_vflow_int,3065614.8,0,0,0,0,0,0,0,0,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2002,8778.918,26250.643,1622728.0,gtmd2_vflow_int,1622728.0,0,0,0,0,0,0,0,0,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2003,5907.369,27853.748,1814380.0,gtmd2_vflow_int,1814380.0,0,0,0,0,0,0,0,0,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2004,5330.3105,27153.3,2107557.3,gtmd2_vflow_int,2107557.3,0,0,0,0,0,0,0,0,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2005,6699.894,27892.17,2257117.5,gtmd2_vflow_int,2257117.5,0,0,0,0,0,0,0,0,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2006,5738.8164,27794.143,2130259.5,gtmd2_vflow_int,2130259.5,0,0,1,0,0,0,0,1,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2007,6471.4023,27889.96,2105829.8,gtmd2_vflow_int,2105829.8,0,0,1,0,0,0,0,1,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2008,10013.351,27918.885,2311319.0,gtmd2_vflow_int,2311319.0,0,0,1,0,0,0,0,1,0,0,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2009,10101.764,27804.541,2722052.0,gtmd2_vflow_int,2722052.0,1,0,1,0,0,0,0,1,1,1,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2010,8758.838,29752.354,3118262.8,gtmd2_vflow_int,3118262.8,1,0,1,0,0,0,0,1,1,1,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2011,8982.833,30014.01,3523204.3,gtmd2_vflow_int,3523204.3,1,0,1,0,0,0,0,1,1,1,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2012,10045.447,30320.145,3684654.3,gtmd2_vflow_int,3684654.3,1,0,1,0,0,0,0,1,1,1,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2013,10123.295,30467.615,3767216.3,gtmd2_vflow_int,3767216.3,1,0,1,0,0,0,0,1,1,1,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2014,13306.72,31664.912,3834280.3,gtmd2_vflow_int,3834280.3,1,0,1,0,0,0,0,1,1,1,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2015,6735.271,32225.064,4524506.5,gtmd2_vflow_int,4524506.5,1,0,1,0,0,0,0,1,1,1,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2016,9251.978,32027.531,4962876.0,gtmd2_vflow_int,4962876.0,1,0,1,0,0,0,0,1,1,1,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2017,9539.805,32314.938,5625567.5,gtmd2_vflow_int,5625567.5,1,0,1,0,0,0,0,1,1,1,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2018,11825.896,32672.537,5375535.0,gtmd2_vflow_int,5375535.0,1,0,1,0,0,0,0,1,1,1,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2019,9805.644,33390.53,4268292.5,gtmd2_vflow_int,4268292.5,1,0,1,0,0,0,0,1,1,1,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2020,10053.254,34520.016,2033017.0,gtmd2_vflow_int,2033017.0,1,0,1,0,0,0,0,1,1,1,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2021,8828.262,35839.094,179982.78,gtmd2_vflow_int,179982.78,1,0,1,0,0,0,0,1,1,1,2,5,5
32,76,ARG,BRA,ARG_BRA,Argentina,Brazil,2022,8376.666,35712.984,2343505.0,gtmd2_vflow_int,2343505.0,1,0,1,0,0,0,0,1,1,1,2,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,1995,7033.314,34470.457,2040342.5,gtmd2_vflow_int,2040342.5,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,1996,5632.987,37063.3,1817365.3,gtmd2_vflow_int,1817365.3,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,1997,4859.466,38711.383,1957228.0,gtmd2_vflow_int,1957228.0,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,1998,6623.6987,39787.883,2107133.0,gtmd2_vflow_int,2107133.0,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,1999,8284.196,40808.453,2085809.9,gtmd2_vflow_int,2085809.9,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2000,10680.685,42376.336,2211627.8,gtmd2_vflow_int,2211627.8,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2001,11140.871,45250.992,2194091.0,gtmd2_vflow_int,2194091.0,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2002,9809.32,47405.344,1367175.6,gtmd2_vflow_int,1367175.6,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2003,8153.9224,49030.45,1420275.8,gtmd2_vflow_int,1420275.8,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2004,8384.902,49809.617,1521659.6,gtmd2_vflow_int,1521659.6,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2005,8432.682,51060.32,1595299.3,gtmd2_vflow_int,1595299.3,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2006,8373.325,51973.863,1786971.0,gtmd2_vflow_int,1786971.0,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2007,8097.101,53052.54,1973584.4,gtmd2_vflow_int,1973584.4,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2008,10845.667,54042.953,2224184.0,gtmd2_vflow_int,2224184.0,0,0,0,0,0,0,0,0,0,0,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2009,9547.493,55458.188,2544351.8,gtmd2_vflow_int,2544351.8,0,1,0,0,0,0,0,1,1,1,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2010,9140.845,56855.715,2554693.3,gtmd2_vflow_int,2554693.3,0,1,0,0,0,0,0,1,1,1,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2011,12247.2705,57603.566,2835843.3,gtmd2_vflow_int,2835843.3,0,1,0,0,0,0,0,1,1,1,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2012,14276.396,59847.97,3448521.3,gtmd2_vflow_int,3448521.3,0,1,0,0,0,0,0,1,1,1,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2013,11361.848,63083.7,3413474.0,gtmd2_vflow_int,3413474.0,0,1,0,0,0,0,0,1,1,1,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2014,12254.26,65152.72,3325722.0,gtmd2_vflow_int,3325722.0,0,1,0,0,0,0,0,1,1,1,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2015,12091.207,66983.695,4772904.5,gtmd2_vflow_int,4772904.5,0,1,0,0,0,0,0,1,1,1,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2016,13114.519,68537.15,6942468.5,gtmd2_vflow_int,6942468.5,0,1,0,0,0,0,0,1,1,1,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2017,13526.599,69489.53,7890016.0,gtmd2_vflow_int,7890016.0,0,1,0,0,0,0,0,1,1,1,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2018,14821.253,70771.71,5860620.5,gtmd2_vflow_int,5860620.5,0,1,0,0,0,0,0,1,1,1,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2019,11943.043,73964.516,3584370.3,gtmd2_vflow_int,3584370.3,0,1,0,0,0,0,0,1,1,1,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2020,10187.979,78097.49,1115346.9,gtmd2_vflow_int,1115346.9,0,1,0,0,0,0,0,1,1,1,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2021,9914.847,80075.6,67375.984,gtmd2_vflow_int,67375.984,0,1,0,0,0,0,0,1,1,1,3,5,5
32,152,ARG,CHL,ARG_CHL,Argentina,Chile,2022,8084.497,79492.734,1707581.5,gtmd2_vflow_int,1707581.5,0,1,0,0,0,0,0,1,1,1,3,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,1995,490.18118,843.85297,32012.0,gtmd2_vflow_int,32012.0,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,1996,534.10376,902.3349,22905.0,gtmd2_vflow_int,22905.0,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,1997,618.9398,964.6524,21764.0,gtmd2_vflow_int,21764.0,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,1998,560.4643,1058.0992,24036.0,gtmd2_vflow_int,24036.0,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,1999,635.3887,1111.6132,20429.0,gtmd2_vflow_int,20429.0,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2000,578.15247,1334.8195,19354.0,gtmd2_vflow_int,19354.0,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2001,674.3559,1389.8113,17759.0,gtmd2_vflow_int,17759.0,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2002,623.88983,1506.2593,13667.0,gtmd2_vflow_int,13667.0,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2003,701.5084,1915.1,16028.0,gtmd2_vflow_int,16028.0,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2004,863.0563,2004.3645,23059.0,gtmd2_vflow_int,23059.0,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2005,885.94727,2169.1025,34025.0,gtmd2_vflow_int,34025.0,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2006,1063.499,2406.8237,40260.0,gtmd2_vflow_int,40260.0,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2007,1086.3834,2630.4927,50632.0,gtmd2_vflow_int,50632.0,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2008,1162.6884,2876.971,67111.797,gtmd2_vflow_int,67111.797,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2009,1723.5641,3063.523,79763.438,gtmd2_vflow_int,79763.438,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2010,2123.555,3606.9983,99338.023,gtmd2_vflow_int,99338.023,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2011,2032.2458,3900.421,109982.13,gtmd2_vflow_int,109982.13,0,0,0,0,0,0,0,0,0,0,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2012,2757.2593,4439.2207,130294.8,gtmd2_vflow_int,130294.8,0,1,0,0,0,0,0,1,1,1,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2013,3067.104,4687.3457,150684.67,gtmd2_vflow_int,150684.67,0,1,0,0,0,0,0,1,1,1,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2014,3487.369,4864.6157,147900.05,gtmd2_vflow_int,147900.05,0,1,0,0,0,0,0,1,1,1,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2015,3110.9937,5254.7,156327.3,gtmd2_vflow_int,156327.3,0,1,0,0,0,0,0,1,1,1,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2016,3175.6167,5333.0854,167533.14,gtmd2_vflow_int,167533.14,0,1,0,0,0,0,0,1,1,1,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2017,3921.606,5595.3696,226036.66,gtmd2_vflow_int,226036.66,0,1,0,0,0,0,0,1,1,1,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2018,3753.4517,5689.9517,239513.36,gtmd2_vflow_int,239513.36,0,1,0,0,0,0,0,1,1,1,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2019,6539.6743,6143.503,213347.88,gtmd2_vflow_int,213347.88,0,1,0,0,0,0,0,1,1,1,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2020,4549.0024,6458.1914,59276.012,gtmd2_vflow_int,59276.012,0,1,0,0,0,0,0,1,1,1,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2021,4272.4272,7006.925,38890.18,gtmd2_vflow_int,38890.18,0,1,0,0,0,0,0,1,1,1,4,5,5
32,170,ARG,COL,ARG_COL,Argentina,Colombia,2022,4324.208,7733.591,122245.44,gtmd2_vflow_int,122245.44,0,1,0,0,0,0,0,1,1,1,4,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,1995,376.66327,1246.5586,8186.0,gtmd2_vflow_int,8186.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,1996,396.25357,1302.3389,9435.0,gtmd2_vflow_int,9435.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,1997,505.61636,1335.5885,12508.0,gtmd2_vflow_int,12508.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,1998,442.8644,1403.7593,10417.0,gtmd2_vflow_int,10417.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,1999,430.22415,1459.3779,11528.0,gtmd2_vflow_int,11528.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2000,463.70157,1379.296,11213.0,gtmd2_vflow_int,11213.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2001,513.0856,1415.4475,12631.0,gtmd2_vflow_int,12631.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2002,610.6218,1486.4819,14265.0,gtmd2_vflow_int,14265.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2003,493.91165,1585.8372,15395.0,gtmd2_vflow_int,15395.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2004,611.17566,1643.2549,15354.0,gtmd2_vflow_int,15354.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2005,667.0564,1716.1171,16720.0,gtmd2_vflow_int,16720.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2006,810.1668,1853.5299,16666.0,gtmd2_vflow_int,16666.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2007,581.7873,2145.1055,19226.0,gtmd2_vflow_int,19226.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2008,658.4475,2197.7134,21718.0,gtmd2_vflow_int,21718.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2009,1389.6329,2284.1453,22675.0,gtmd2_vflow_int,22675.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2010,1020.32166,2490.367,30653.0,gtmd2_vflow_int,30653.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2011,1046.2877,2857.2888,37465.0,gtmd2_vflow_int,37465.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2012,863.58496,3141.3508,46199.0,gtmd2_vflow_int,46199.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2013,921.8158,3174.6406,49231.0,gtmd2_vflow_int,49231.0,0,0,0,0,0,0,0,0,0,0,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2014,919.4856,3236.081,56790.0,gtmd2_vflow_int,56790.0,0,1,0,0,0,0,0,1,1,1,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2015,721.60596,3341.785,52165.0,gtmd2_vflow_int,52165.0,0,1,0,0,0,0,0,1,1,1,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2016,807.78094,3348.744,42359.0,gtmd2_vflow_int,42359.0,0,1,0,0,0,0,0,1,1,1,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2017,878.9799,3379.9365,42465.0,gtmd2_vflow_int,42465.0,0,1,0,0,0,0,0,1,1,1,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2018,1084.8416,3461.3938,40504.0,gtmd2_vflow_int,40504.0,0,1,0,0,0,0,0,1,1,1,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2019,1458.3401,3574.8213,35806.0,gtmd2_vflow_int,35806.0,0,1,0,0,0,0,0,1,1,1,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2020,1359.2485,3779.6208,10111.0,gtmd2_vflow_int,10111.0,0,1,0,0,0,0,0,1,1,1,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2021,1022.46313,4368.636,7123.0,gtmd2_vflow_int,7123.0,0,1,0,0,0,0,0,1,1,1,5,5,5
32,218,ARG,ECU,ARG_ECU,Argentina,Ecuador,2022,2059.38,4432.02,19219.0,gtmd2_vflow_int,19219.0,0,1,0,0,0,0,0,1,1,1,5,5,5
32,254,ARG,GUF,ARG_GUF,Argentina,French Guiana,1995,10.4502,2.3127925,,,,0,0,0,0,0,0,0,0,0,0,6,5,5
32,254,ARG,GUF,ARG_GUF,Argentina,French Guiana,1996,6.183489,4.415122,,,,0,0,0,0,0,0,0,0,0,0,6,5,5
32,254,ARG,GUF,ARG_GUF,Argentina,French Guiana,1997,5.7750173,4.8868957,,,,0,0,0,0,0,0,0,0,0,0,6,5,5
32,254,ARG,GUF,ARG_GUF,Argentina,French Guiana,1998,6.1805873,5.49529,,,,0,0,0,0,0,0,0,0,0,0,6,5,5
32,254,ARG,GUF,ARG_GUF,Argentina,French Guiana,1999,12.04266,6.45573,,,,0,0,0,0,0,0,0,0,0,0,6,5,5
32,254,ARG,GUF,ARG_GUF,Argentina,French Guiana,2000,10.843607,10.033287,,,,0,0,0,0,0,0,0,0,0,0,6,5,5
32,254,ARG,GUF,ARG_GUF,Argentina,French Guiana,2001,12.646298,13.071138,,,,0,0,0,0,0,0,0,0,0,0,6,5,5
32,254,ARG,GUF,ARG_GUF,Argentina,French Guiana,2002,14.593951,15.823822,,,,0,0,0,0,0,0,0,0,0,0,6,5,5
32,254,ARG,GUF,ARG_GUF,Argentina,French Guiana,2003,10.546857,20.637352,,,,0,0,0,0,0,0,0,0,0,0,6,5,5
